Term,Overlap,P.value,Adjusted.P.value,Old.P.value,Old.Adjusted.P.value,Odds.Ratio,Combined.Score,Genes,Toxicity
Aggrephagy,8/43,0.45601866793815143,0.6928460424474676,0,0,1.1111055170967066,0.8724639761759384,TUBA1C;DYNC1H1;DYNC1LI1;TUBA1B;TUBB2A;UBB;UBE2N;DYNLL1,Low
RND2 GTPase Cycle,8/43,0.45601866793815143,0.6928460424474676,0,0,1.1111055170967066,0.8724639761759384,NISCH;GOLGA3;UBXN11;CAV1;DLG5;TXNL1;PKP4;LEMD3,Low
Viral Messenger RNA Synthesis,9/49,0.46238401958995695,0.7019631212229237,0,0,1.0937353113983548,0.843663146919803,NDC1;SEC13;POLR2A;NUP42;POLR2B;NUP88;GTF2F1;POLR2I;POLR2K,Low
Constitutive Signaling by AKT1 E17K in Cancer,5/26,0.4635734471635447,0.7021076992838895,0,0,1.1573608316566064,0.8897679481846256,CREB1;MAPKAP1;MLST8;TSC2;FOXO4,Low
Polymerase Switching on the C-strand of the Telomere,5/26,0.4635734471635447,0.7021076992838895,0,0,1.1573608316566064,0.8897679481846256,CTC1;PRIM2;POLA1;RFC1;POLD2,Low
Signaling by ERBB2 in Cancer,5/26,0.4635734471635447,0.7021076992838895,0,0,1.1573608316566064,0.8897679481846256,ERBB3;ERBB2;GRB2;HRAS;EGFR,Low
Intrinsic Pathway for Apoptosis,10/55,0.46789390370040695,0.7050528443814075,0,0,1.0802233323538055,0.8204444310654766,YWHAE;PPP1R13B;YWHAQ;C1QBP;CARD8;BCL2;MAPK1;DYNLL1;BBC3;BCL2L1,Low
Sensory Processing of Sound by Outer Hair Cells of the Cochlea,10/55,0.46789390370040695,0.7050528443814075,0,0,1.0802233323538055,0.8204444310654766,MPP1;RDX;MSN;KCNN2;MYO7A;EZR;TRIOBP;SPTBN1;PLS1;TPRN,Low
Activated NTRK2 Signals Through RAS,2/9,0.47064566495070576,0.7050528443814075,0,0,1.3887841856179588,1.0466568845734285,GRB2;HRAS,Low
Activation of PUMA and Translocation to Mitochondria,2/9,0.47064566495070576,0.7050528443814075,0,0,1.3887841856179588,1.0466568845734285,PPP1R13B;BBC3,Low
Beta-oxidation of pristanoyl-CoA,2/9,0.47064566495070576,0.7050528443814075,0,0,1.3887841856179588,1.0466568845734285,ACOX3;CRAT,Low
CD163 Mediating an Anti-Inflammatory Response,2/9,0.47064566495070576,0.7050528443814075,0,0,1.3887841856179588,1.0466568845734285,PLK2;RHBDF2,Low
Defective Factor IX Causes Hemophilia B,2/9,0.47064566495070576,0.7050528443814075,0,0,1.3887841856179588,1.0466568845734285,F9;F11,Low
Interleukin-1 Processing,2/9,0.47064566495070576,0.7050528443814075,0,0,1.3887841856179588,1.0466568845734285,CASP1;NFKB1,Low
Lipophagy,2/9,0.47064566495070576,0.7050528443814075,0,0,1.3887841856179588,1.0466568845734285,PRKAG2;PLIN2,Low
Multifunctional Anion Exchangers,2/9,0.47064566495070576,0.7050528443814075,0,0,1.3887841856179588,1.0466568845734285,SLC26A11;SLC26A6,Low
Nef and Signal Transduction,2/9,0.47064566495070576,0.7050528443814075,0,0,1.3887841856179588,1.0466568845734285,ELMO1;PAK2,Low
SHC-related Events Triggered by IGF1R,2/9,0.47064566495070576,0.7050528443814075,0,0,1.3887841856179588,1.0466568845734285,GRB2;HRAS,Low
Small Interfering RNA (siRNA) Biogenesis,2/9,0.47064566495070576,0.7050528443814075,0,0,1.3887841856179588,1.0466568845734285,AGO4;DICER1,Low
Transport of Nucleotide Sugars,2/9,0.47064566495070576,0.7050528443814075,0,0,1.3887841856179588,1.0466568845734285,SLC35A3;SLC35D2,Low
Packaging Of Telomere Ends,6/32,0.4716850822570352,0.7055118751707792,0,0,1.121740308414802,0.8429247042621817,H2AJ;H2AC14;H2AC7;H2BC4;H2AB1;H4C1,Low
Thrombin Signalling Through Proteinase Activated Receptors (PARs),6/32,0.4716850822570352,0.7055118751707792,0,0,1.121740308414802,0.8429247042621817,GNA13;GNG5;SRC;GNA12;MAPK1;GNG12,Low
PI3K Cascade,8/44,0.48356587396411377,0.7193444552036615,0,0,1.0801762114537445,0.7848211772966113,PDE3B;PIK3R4;IRS2;PTPN11;GRB2;FGF2;FGFR3;FGFR2,Low
Activation of BAD and Translocation to Mitochondria,3/15,0.4846700043631943,0.7193444552036615,0,0,1.2151759530791788,0.8801361734756157,YWHAE;YWHAQ;BCL2,Low
Constitutive Signaling by NOTCH1 HD Domain Mutants,3/15,0.4846700043631943,0.7193444552036615,0,0,1.2151759530791788,0.8801361734756157,NOTCH1;UBB;ADAM10,Low
Mismatch Repair,3/15,0.4846700043631943,0.7193444552036615,0,0,1.2151759530791788,0.8801361734756157,MSH6;MSH2;POLD2,Low
Negative Regulation of FLT3,3/15,0.4846700043631943,0.7193444552036615,0,0,1.2151759530791788,0.8801361734756157,UBB;ABL2;CBL,Low
Pentose Phosphate Pathway,3/15,0.4846700043631943,0.7193444552036615,0,0,1.2151759530791788,0.8801361734756157,G6PD;PGLS;PGD,Low
Processive Synthesis on the Lagging Strand,3/15,0.4846700043631943,0.7193444552036615,0,0,1.2151759530791788,0.8801361734756157,PRIM2;POLA1;POLD2,Low
SARS-CoV-2 Targets Host Intracellular Signalling and Regulatory Pathways,3/15,0.4846700043631943,0.7193444552036615,0,0,1.2151759530791788,0.8801361734756157,YWHAE;YWHAQ;CAV1,Low
Signaling by NOTCH1 HD Domain Mutants in Cancer,3/15,0.4846700043631943,0.7193444552036615,0,0,1.2151759530791788,0.8801361734756157,NOTCH1;UBB;ADAM10,Low
p130Cas Linkage to MAPK Signaling for Integrins,3/15,0.4846700043631943,0.7193444552036615,0,0,1.2151759530791788,0.8801361734756157,FGB;FGA;SRC,Low
ER Quality Control Compartment (ERQC),4/21,0.4929495876009836,0.7293835173957675,0,0,1.143685400238124,0.8089839997117474,RNF139;UBB;EDEM1;MARCHF6,Low
"Synthesis, Secretion, and Inactivation of Glucagon-like Peptide-1 (GLP-1)",4/21,0.4929495876009836,0.7293835173957675,0,0,1.143685400238124,0.8089839997117474,DPP4;TCF7L2;SPCS1;SEC11A,Low
"Unblocking of NMDA Receptors, Glutamate Binding and Activation",4/21,0.4929495876009836,0.7293835173957675,0,0,1.143685400238124,0.8089839997117474,CAMK2B;DLG1;CALM1;CAMK2G,Low
VxPx Cargo-Targeting to Cilium,4/21,0.4929495876009836,0.7293835173957675,0,0,1.143685400238124,0.8089839997117474,EXOC4;PKD2;RAB11A;EXOC2,Low
Integrin Signaling,5/27,0.49886785991382027,0.7364422011764602,0,0,1.1046868331199318,0.7682147203988738,FGB;FGA;PTPN1;SRC;GRB2,Low
Postmitotic Nuclear Pore Complex (NPC) Reformation,5/27,0.49886785991382027,0.7364422011764602,0,0,1.1046868331199318,0.7682147203988738,NDC1;SEC13;UBE2I;RCC1;KPNB1,Low
Pyroptosis,5/27,0.49886785991382027,0.7364422011764602,0,0,1.1046868331199318,0.7682147203988738,IRF1;CASP4;IRF2;CASP1;CHMP6,Low
Mitotic Prometaphase,35/203,0.5025350879953369,0.741287390337949,0,0,1.0126184132622853,0.6967724162728703,YWHAE;DCTN2;PDS5A;TUBA1C;PPP1CC;TUBA1B;XPO1;PPP2R1B;RAD21;CEP70;CNTRL;CEP250;CLASP1;CDK5RAP2;DYNC1H1;NEK9;SEC13;CSNK2A1;TUBB;NEK6;CSNK2A2;PPP2R5B;PPP2R5D;DYNLL1;CKAP5;WAPL;HAUS1;DYNC1LI1;CLIP1;RPS27;TUBB2A;CENPH;AKAP9;SFI1;MAD1L1,Low
Activation of the Pre-Replicative Complex,6/33,0.5035221737468979,0.742174720109325,0,0,1.0801291458761373,0.7411063414006932,PRIM2;POLA1;MCM7;POLE3;MCM4;MCM5,Low
SUMOylation of Ubiquitinylation Proteins,7/39,0.5073941652210082,0.7464064049086164,0,0,1.0632431738109218,0.7213755459570884,NDC1;PIAS4;SEC13;UBE2I;NUP42;NUP88;PML,Low
Synthesis of PA,7/39,0.5073941652210082,0.7464064049086164,0,0,1.0632431738109218,0.7213755459570884,GNPAT;ACP6;PLA2G2A;GPD1;DDHD2;AGPAT1;AGPAT2,Low
Peptide Hormone Metabolism,15/86,0.5075563553378591,0.7464064049086164,0,0,1.0268675028392842,0.6963676598975814,ACHE;BCHE;TCF7L2;MME;SLC30A5;CTSZ;ATP6AP2;INHBA;DPP4;SPCS1;CLTRN;EXOC4;CTSD;SEC11A;EXOC2,Low
PI3K AKT Signaling in Cancer,19/110,0.5164399378975875,0.7588907484372945,0,0,1.014796635303412,0.6705738455497112,PDGFRB;SRC;MAPKAP1;RHOG;TSC2;IRS2;PTPN11;FOXO4;FGF2;EGFR;CREB1;ERBB3;ERBB2;MLST8;GRB2;STRN;FGFR3;MET;FGFR2,Low
EML4 and NUDC in Mitotic Spindle Formation,20/116,0.5183851036426537,0.7611680583616387,0,0,1.0125626289419394,0.6652909800083004,NEK9;DYNC1H1;SEC13;NEK6;PPP2R5B;PPP2R5D;DYNLL1;CKAP5;PPP1CC;DYNC1LI1;TUBA1C;CLIP1;TUBA1B;RPS27;XPO1;TUBB2A;PPP2R1B;CENPH;MAD1L1;CLASP1,Low
Homology Directed Repair,21/122,0.5202442504535221,0.7626399005214677,0,0,1.0105489912198766,0.6603501760107557,GEN1;PIAS4;UBE2I;RFC1;H2BC4;RNF8;SPIDR;SLX4;KAT5;UBB;EME2;ERCC1;SUMO2;POLD2;POLE3;UBE2N;SLX1A;RAD1;H4C1;NBN;TOPBP1,Low
Sensory Processing of Sound by Inner Hair Cells of the Cochlea,12/69,0.5210500915995726,0.7626399005214677,0,0,1.023228462216995,0.6670519425683406,CAPZB;CAPZA1;RDX;CAPZA2;MSN;MYO7A;SYP;EZR;TRIOBP;SPTBN1;PLS1;TPRN,Low
Centrosome Maturation,14/81,0.5251257030054267,0.7626399005214677,0,0,1.0155752569895449,0.6541499080732684,YWHAE;DYNC1H1;DCTN2;TUBB;DYNLL1;CKAP5;HAUS1;CNTRL;AKAP9;CEP70;CEP250;SFI1;CLASP1;CDK5RAP2,Low
Recruitment of Mitotic Centrosome Proteins and Complexes,14/81,0.5251257030054267,0.7626399005214677,0,0,1.0155752569895449,0.6541499080732684,YWHAE;DYNC1H1;DCTN2;TUBB;DYNLL1;CKAP5;HAUS1;CNTRL;AKAP9;CEP70;CEP250;SFI1;CLASP1;CDK5RAP2,Low
AKT Phosphorylates Targets in the Nucleus,2/10,0.5293235157511608,0.7626399005214677,0,0,1.2151128701260627,0.7730007027464263,CREB1;FOXO4,Low
Activation of Ca-permeable Kainate Receptor,2/10,0.5293235157511608,0.7626399005214677,0,0,1.2151128701260627,0.7730007027464263,DLG1;CALM1,Low
Activation of PPARGC1A (PGC-1alpha) by Phosphorylation,2/10,0.5293235157511608,0.7626399005214677,0,0,1.2151128701260627,0.7730007027464263,PRKAG2;PPARGC1A,Low
Bicarbonate Transporters,2/10,0.5293235157511608,0.7626399005214677,0,0,1.2151128701260627,0.7730007027464263,AHCYL2;SLC4A2,Low
Caspase Activation via Dependence Receptors in the Absence of Ligand,2/10,0.5293235157511608,0.7626399005214677,0,0,1.2151128701260627,0.7730007027464263,DAPK1;MAGED1,Low
Chylomicron Remodeling,2/10,0.5293235157511608,0.7626399005214677,0,0,1.2151128701260627,0.7730007027464263,APOA4;APOE,Low
FGFR2b Ligand Binding and Activation,2/10,0.5293235157511608,0.7626399005214677,0,0,1.2151128701260627,0.7730007027464263,FGF2;FGFR2,Low
IRAK2 Mediated Activation of TAK1 Complex,2/10,0.5293235157511608,0.7626399005214677,0,0,1.2151128701260627,0.7730007027464263,UBB;IRAK2,Low
Ionotropic Activity of Kainate Receptors,2/10,0.5293235157511608,0.7626399005214677,0,0,1.2151128701260627,0.7730007027464263,DLG1;CALM1,Low
MASTL Facilitates Mitotic Progression,2/10,0.5293235157511608,0.7626399005214677,0,0,1.2151128701260627,0.7730007027464263,PPP2R1B;ARPP19,Low
Nef Mediated CD4 Down-regulation,2/10,0.5293235157511608,0.7626399005214677,0,0,1.2151128701260627,0.7730007027464263,ARF1;ATP6V1H,Low
Organic Cation Transport,2/10,0.5293235157511608,0.7626399005214677,0,0,1.2151128701260627,0.7730007027464263,SLC22A5;RUNX1,Low
RUNX3 Regulates p14-ARF,2/10,0.5293235157511608,0.7626399005214677,0,0,1.2151128701260627,0.7730007027464263,HDAC4;RUNX1,Low
Reactions Specific to the Complex N-glycan Synthesis Pathway,2/10,0.5293235157511608,0.7626399005214677,0,0,1.2151128701260627,0.7730007027464263,MAN2A2;MGAT2,Low
Zinc Influx Into Cells by the SLC39 Gene Family,2/10,0.5293235157511608,0.7626399005214677,0,0,1.2151128701260627,0.7730007027464263,SLC39A6;SLC39A7,Low
Factors Involved in Megakaryocyte Development and Platelet Production,27/158,0.5300071691447941,0.7626399005214677,0,0,1.0016818241253838,0.6359324766850716,HDAC2;HDAC1;JMJD1C;AK3;KLC1;PHF21A;CDC42;TUBA1C;TUBA1B;H3C15;KIF3B;CAPZB;MICAL1;MFN2;CARMIL1;CABLES1;EHD1;TUBB2A;MAFG;IRF1;CAPZA1;MAFF;IRF2;CAPZA2;MAFK;RAB5A;DOCK1,Low
SUMOylation of DNA Methylation Proteins,3/16,0.5305138920091567,0.7626399005214677,0,0,1.1216332055041733,0.7110135346816148,UBE2I;SCMH1;PHC3,Low
Transcription of E2F Targets Under Neg Control by P107 (RBL1) and P130 (RBL2) in Complex With HDAC1,3/16,0.5305138920091567,0.7626399005214677,0,0,1.1216332055041733,0.7110135346816148,RBBP4;HDAC1;LIN52,Low
Translesion Synthesis by REV1,3/16,0.5305138920091567,0.7626399005214677,0,0,1.1216332055041733,0.7110135346816148,RFC1;UBB;REV1,Low
Acyl Chain Remodelling of PS,4/22,0.5318365646501969,0.7626399005214677,0,0,1.0800821355236139,0.6819844317684999,OSBPL8;LPCAT3;PLA2G2A;PLA1A,Low
Chaperone Mediated Autophagy,4/22,0.5318365646501969,0.7626399005214677,0,0,1.0800821355236139,0.6819844317684999,EEF1A1;UBB;LAMP2;PLIN2,Low
ERK MAPK Targets,4/22,0.5318365646501969,0.7626399005214677,0,0,1.0800821355236139,0.6819844317684999,RPS6KA3;PPP2R1B;MAPK1;PPP2R5D,Low
FRS-mediated FGFR4 Signaling,4/22,0.5318365646501969,0.7626399005214677,0,0,1.0800821355236139,0.6819844317684999,PTPN11;GRB2;FGF2;HRAS,Low
Post-chaperonin Tubulin Folding Pathway,4/22,0.5318365646501969,0.7626399005214677,0,0,1.0800821355236139,0.6819844317684999,TUBA1C;TUBA1B;TUBB2A;TBCA,Low
RA Biosynthesis Pathway,4/22,0.5318365646501969,0.7626399005214677,0,0,1.0800821355236139,0.6819844317684999,ADH1A;ALDH1A1;AKR1C3;RDH14,Low
Signaling by FGFR3 in Disease,4/22,0.5318365646501969,0.7626399005214677,0,0,1.0800821355236139,0.6819844317684999,GRB2;FGF2;FGFR3;HRAS,Low
The Canonical Retinoid Cycle in Rods (Twilight Vision),4/22,0.5318365646501969,0.7626399005214677,0,0,1.0800821355236139,0.6819844317684999,RBP4;TTR;HSD17B6;MYO7A,Low
Cargo Recognition for Clathrin-Mediated Endocytosis,18/105,0.5320651357923798,0.7626399005214677,0,0,1.0055355238433803,0.6344822180903129,TOR1A;CLTC;EPS15L1;TOR1B;CBL;IGF2R;EPN1;EGFR;NECAP2;GRK2;VAMP7;UBB;GRB2;COPS8;STAM2;EPS15;SH3GL1;VAMP3,Low
Sulfur Amino Acid Metabolism,5/28,0.533230775792688,0.7637419965780687,0,0,1.0565931822820984,0.664386821403466,AHCY;MRI1;CSAD;ENOPH1;TXN2,Low
Late Endosomal Microautophagy,6/34,0.5346419733983315,0.7646254077204965,0,0,1.0414902092330915,0.6521373896760826,TSG101;UBB;MVB12A;VPS37C;PLIN2;CHMP6,Low
Metabolic Disorders of Biological Oxidation Enzymes,6/34,0.5346419733983315,0.7646254077204965,0,0,1.0414902092330915,0.6521373896760826,AHCY;UGT1A1;MAOA;UGT1A4;FMO3;GGT1,Low
IRS-related Events Triggered by IGF1R,9/52,0.5387667647817189,0.7699525034928054,0,0,1.0172437351406007,0.6291372964527864,PDE3B;PIK3R4;IRS2;PTPN11;GRB2;FGF2;HRAS;FGFR3;FGFR2,Low
IGF1R Signaling Cascade,9/53,0.5633434506120236,0.8023524957912801,0,0,0.9940644696079479,0.5704596023298732,PDE3B;PIK3R4;IRS2;PTPN11;GRB2;FGF2;HRAS;FGFR3;FGFR2,Low
Nuclear Envelope Breakdown,9/53,0.5633434506120236,0.8023524957912801,0,0,0.9940644696079479,0.5704596023298732,NDC1;NEK9;SEC13;NUP42;NEK6;NUP88;VRK2;LEMD3;LMNB1,Low
Meiotic Synapsis,10/59,0.5633717507403833,0.8023524957912801,0,0,0.9918019514593965,0.5691113976187054,DIDO1;H2AJ;H2AC14;UBE2I;H2AC7;RAD21;H2BC4;H2AB1;H4C1;LMNB1,Low
Cyclin D Associated Events in G1,8/47,0.5635223762648367,0.8023524957912801,0,0,0.9969050039534622,0.5717731073332968,CDK6;PPP2R1B;UBB;SRC;CDK4;PPP2R2A;SKP2;SKP1,Low
G1 Phase,8/47,0.5635223762648367,0.8023524957912801,0,0,0.9969050039534622,0.5717731073332968,CDK6;PPP2R1B;UBB;SRC;CDK4;PPP2R2A;SKP2;SKP1,Low
Constitutive Signaling by Aberrant PI3K in Cancer,14/83,0.5646551238528934,0.8033711111728159,0,0,0.9860189058162887,0.5635493780164026,PDGFRB;SRC;RHOG;IRS2;PTPN11;FGF2;EGFR;ERBB3;ERBB2;GRB2;STRN;MET;FGFR3;FGFR2,Low
Meiosis,15/89,0.5651446911624357,0.8034738039052355,0,0,0.985058778613811,0.5621469311139613,DIDO1;UBE2I;H2AC7;H2BC4;H2AB1;MLH3;LMNB1;H2AJ;H3C15;H2AC14;CDK4;RAD21;MSH5;H4C1;NBN,Low
Sphingolipid Metabolism,18/107,0.5668162467026825,0.8052555534337003,0,0,0.9828200757889163,0.5579667192462069,CYB5B;ARSA;CERS5;GAL3ST1;CERS6;SGMS1;SPNS2;SUMF2;NEU3;VAPA;SPTLC3;PSAP;ORMDL3;DEGS1;KDSR;SPTSSA;ENPP7;CERS2,Low
FRS-mediated FGFR1 Signaling,4/23,0.5691802801345837,0.8056412053375541,0,0,1.0231739513053681,0.576617925245639,PTPN11;GRB2;FGF2;HRAS,Low
IKK Complex Recruitment Mediated by RIP1,4/23,0.5691802801345837,0.8056412053375541,0,0,1.0231739513053681,0.576617925245639,UBB;UBE2D3;UBE2N;BIRC3,Low
Nephrin Family Interactions,4/23,0.5691802801345837,0.8056412053375541,0,0,1.0231739513053681,0.576617925245639,ACTN1;SPTBN1;CD2AP;NCK1,Low
PI-3K Cascade FGFR2,4/23,0.5691802801345837,0.8056412053375541,0,0,1.0231739513053681,0.576617925245639,PTPN11;GRB2;FGF2;FGFR2,Low
SHC-mediated Cascade FGFR2,4/23,0.5691802801345837,0.8056412053375541,0,0,1.0231739513053681,0.576617925245639,GRB2;FGF2;HRAS;FGFR2,Low
Metabolism of Folate and Pterines,3/17,0.5739667421541707,0.808847714968359,0,0,1.04145370758274,0.5781982527686957,ALDH1L1;MTHFD1;SHMT1,Low
Protein Methylation,3/17,0.5739667421541707,0.808847714968359,0,0,1.04145370758274,0.5781982527686957,EEF1A1;METTL21A;CALM1,Low
RIP-mediated NFkB Activation via ZBP1,3/17,0.5739667421541707,0.808847714968359,0,0,1.04145370758274,0.5781982527686957,NFKBIA;NFKB1;MYD88,Low
Translation of Replicase and Assembly of the Replication Transcription Complex 9694676,3/17,0.5739667421541707,0.808847714968359,0,0,1.04145370758274,0.5781982527686957,MAP1LC3B;PIK3R4;CHMP6,Low
Translesion Synthesis by POLI,3/17,0.5739667421541707,0.808847714968359,0,0,1.04145370758274,0.5781982527686957,RFC1;UBB;REV1,Low
Translesion Synthesis by POLK,3/17,0.5739667421541707,0.808847714968359,0,0,1.04145370758274,0.5781982527686957,RFC1;UBB;REV1,Low
Androgen Biosynthesis,2/11,0.5833961073584313,0.8131654510799883,0,0,1.0800351802990324,0.5820189636931328,SRD5A2;HSD17B3,Low
CASP8 Activity Is Inhibited,2/11,0.5833961073584313,0.8131654510799883,0,0,1.0800351802990324,0.5820189636931328,FAS;FADD,Low
Condensation of Prometaphase Chromosomes,2/11,0.5833961073584313,0.8131654510799883,0,0,1.0800351802990324,0.5820189636931328,CSNK2A1;CSNK2A2,Low
Dimerization of Procaspase-8,2/11,0.5833961073584313,0.8131654510799883,0,0,1.0800351802990324,0.5820189636931328,FAS;FADD,Low
Formation of Annular Gap Junctions,2/11,0.5833961073584313,0.8131654510799883,0,0,1.0800351802990324,0.5820189636931328,CLTC;DNM2,Low
Formation of Apoptosome,2/11,0.5833961073584313,0.8131654510799883,0,0,1.0800351802990324,0.5820189636931328,CARD8;MAPK1,Low
Metallothioneins Bind Metals,2/11,0.5833961073584313,0.8131654510799883,0,0,1.0800351802990324,0.5820189636931328,MT2A;MT1M,Low
Modulation by Mtb of Host Immune System,2/11,0.5833961073584313,0.8131654510799883,0,0,1.0800351802990324,0.5820189636931328,UBB;B2M,Low
Regulation by c-FLIP,2/11,0.5833961073584313,0.8131654510799883,0,0,1.0800351802990324,0.5820189636931328,FAS;FADD,Low
Regulation of CDH11 Function,2/11,0.5833961073584313,0.8131654510799883,0,0,1.0800351802990324,0.5820189636931328,CTNND1;CTNNA1,Low
Regulation of the Apoptosome Activity,2/11,0.5833961073584313,0.8131654510799883,0,0,1.0800351802990324,0.5820189636931328,CARD8;MAPK1,Low
Ribavirin ADME,2/11,0.5833961073584313,0.8131654510799883,0,0,1.0800351802990324,0.5820189636931328,ADA;SLC29A3,Low
Signaling by FGFR4 in Disease,2/11,0.5833961073584313,0.8131654510799883,0,0,1.0800351802990324,0.5820189636931328,GRB2;HRAS,Low
Synthesis of PIPs at the Late Endosome Membrane,2/11,0.5833961073584313,0.8131654510799883,0,0,1.0800351802990324,0.5820189636931328,PIK3R4;PIK3C2A,Low
Mitochondrial Fatty Acid Beta-Oxidation of Saturated Fatty Acids,2/11,0.5833961073584313,0.8131654510799883,0,0,1.0800351802990324,0.5820189636931328,ACADVL;ECHS1,Low
Collagen Formation,15/90,0.5837894303337889,0.8131654510799883,0,0,0.9718658034137728,0.5230726811454172,COL18A1;CRTAP;COL16A1;COL27A1;LAMA3;LOXL4;LAMC2;PLOD2;BMP1;P4HA2;COL7A1;SERPINH1;PPIB;CTSB;PLEC,Low
Resolution of Sister Chromatid Cohesion,21/126,0.5844306365400789,0.8134699749382877,0,0,0.971816037735849,0.5219790863220463,DYNC1H1;SEC13;PPP2R5B;PPP2R5D;PDS5A;DYNLL1;CKAP5;WAPL;PPP1CC;DYNC1LI1;TUBA1C;CLIP1;TUBA1B;RPS27;XPO1;TUBB2A;PPP2R1B;CENPH;RAD21;MAD1L1;CLASP1,Low
Ion Homeostasis,9/54,0.5873496459638036,0.8163523960146728,0,0,0.9719153936545241,0.5171901858350624,CAMK2B;AHCYL1;DMPK;ORAI1;ITPR2;SRI;ATP1B1;CALM1;CAMK2G,Low
Signaling by Type 1 Insulin-like Growth Factor 1 Receptor (IGF1R),9/54,0.5873496459638036,0.8163523960146728,0,0,0.9719153936545241,0.5171901858350624,PDE3B;PIK3R4;IRS2;PTPN11;GRB2;FGF2;HRAS;FGFR3;FGFR2,Low
Nuclear Pore Complex (NPC) Disassembly,6/36,0.5941797159982742,0.8220489031323085,0,0,0.9719401232756091,0.5059662262709274,NDC1;NEK9;SEC13;NUP42;NEK6;NUP88,Low
Rev-mediated Nuclear Export of HIV RNA,6/36,0.5941797159982742,0.8220489031323085,0,0,0.9719401232756091,0.5059662262709274,NDC1;SEC13;XPO1;NUP42;RCC1;NUP88,Low
Signaling by NOTCH2,6/36,0.5941797159982742,0.8220489031323085,0,0,0.9719401232756091,0.5059662262709274,CREB1;UBB;MAML1;ADAM10;RBPJ;MAMLD1,Low
Extracellular Matrix Organization,50/300,0.5973837660860866,0.8220489031323085,0,0,0.9715730002973536,0.5005500841622778,ITGB1;COL18A1;COL16A1;ITGAM;ITGB5;TNC;LOXL4;PLOD2;LAMC2;LAMC1;F11R;FGF2;CAPNS1;CDH1;CAPN5;CAPN2;CAPN1;PRSS2;CTSD;CTSB;FGB;FGA;COL27A1;ITGA3;ACTN1;ITGA1;ADAM10;ADAM9;ITGA7;ADAM8;ITGA5;PPIB;PLEC;LAMA5;TMPRSS6;SDC2;LAMA3;NTN4;LTBP3;TTR;SERPINH1;CRTAP;LAMB2;TRAPPC4;BMP2;BMP1;P4HA2;CAPN10;ITGA10;COL7A1,Low
Downstream Signaling of Activated FGFR2,5/30,0.5984672179467272,0.8220489031323085,0,0,0.9719483568075117,0.49898227759263414,PTPN11;GRB2;FGF2;HRAS;FGFR2,Low
Signaling by ALK,5/30,0.5984672179467272,0.8220489031323085,0,0,0.9719483568075117,0.49898227759263414,HDAC2;HDAC3;HDAC1;SRC;HIF1A,Low
Assembly Of The HIV Virion,4/24,0.6047971006905158,0.8220489031323085,0,0,0.9719565855089469,0.4887602735086749,TSG101;UBB;VPS37C;MVB12A,Low
"Incretin Synthesis, Secretion, and Inactivation",4/24,0.6047971006905158,0.8220489031323085,0,0,0.9719565855089469,0.4887602735086749,DPP4;TCF7L2;SPCS1;SEC11A,Low
Thromboxane Signalling Through TP Receptor,4/24,0.6047971006905158,0.8220489031323085,0,0,0.9719565855089469,0.4887602735086749,GNA13;GNG5;GNG12;AAMP,Low
Triglyceride Catabolism,4/24,0.6047971006905158,0.8220489031323085,0,0,0.9719565855089469,0.4887602735086749,PPP1CC;CAV1;MGLL;PPP1CA,Low
Acetylcholine Inhibits Contraction of Outer Hair Cells,1/5,0.6076756307310519,0.8220489031323085,0,0,1.2150498241500587,0.6052333784898537,KCNN2,Low
Activation of RAS in B Cells,1/5,0.6076756307310519,0.8220489031323085,0,0,1.2150498241500587,0.6052333784898537,HRAS,Low
Beta Oxidation of butanoyl-CoA to acetyl-CoA,1/5,0.6076756307310519,0.8220489031323085,0,0,1.2150498241500587,0.6052333784898537,ECHS1,Low
Beta Oxidation of hexanoyl-CoA to butanoyl-CoA,1/5,0.6076756307310519,0.8220489031323085,0,0,1.2150498241500587,0.6052333784898537,ECHS1,Low
Beta Oxidation of lauroyl-CoA to decanoyl-CoA-CoA,1/5,0.6076756307310519,0.8220489031323085,0,0,1.2150498241500587,0.6052333784898537,ECHS1,Low
Beta Oxidation of octanoyl-CoA to hexanoyl-CoA,1/5,0.6076756307310519,0.8220489031323085,0,0,1.2150498241500587,0.6052333784898537,ECHS1,Low
Defective LFNG Causes SCDO3,1/5,0.6076756307310519,0.8220489031323085,0,0,1.2150498241500587,0.6052333784898537,NOTCH1,Low
Electric Transmission Across Gap Junctions,1/5,0.6076756307310519,0.8220489031323085,0,0,1.2150498241500587,0.6052333784898537,PANX1,Low
Formation of Xylulose-5-Phosphate,1/5,0.6076756307310519,0.8220489031323085,0,0,1.2150498241500587,0.6052333784898537,CRYL1,Low
IRAK4 Deficiency (TLR5),1/5,0.6076756307310519,0.8220489031323085,0,0,1.2150498241500587,0.6052333784898537,MYD88,Low
Leukotriene Receptors,1/5,0.6076756307310519,0.8220489031323085,0,0,1.2150498241500587,0.6052333784898537,LTB4R,Low
Maturation of Protein E 9683683,1/5,0.6076756307310519,0.8220489031323085,0,0,1.2150498241500587,0.6052333784898537,UBB,Low
Maturation of Protein E 9694493,1/5,0.6076756307310519,0.8220489031323085,0,0,1.2150498241500587,0.6052333784898537,UBB,Low
N-glycan Trimming and Elongation in the cis-Golgi,1/5,0.6076756307310519,0.8220489031323085,0,0,1.2150498241500587,0.6052333784898537,MGAT1,Low
