Term,Overlap,P.value,Adjusted.P.value,Old.P.value,Old.Adjusted.P.value,Odds.Ratio,Combined.Score,Genes,Toxicity
Pre-NOTCH Transcription and Translation,2/73,0.1377624460873969,0.2898113680653387,0,0,3.1611715749039693,6.266151688554262,TNRC6A;RUNX1,High
Asparagine N-linked Glycosylation,5/306,0.13823391366135698,0.2900869321169363,0,0,1.8743878785551054,3.7090537333669253,TUBA1C;CMAS;CAPZB;DAD1;UBC,High
PTEN Regulation,3/145,0.13937327507148364,0.29175928835602966,0,0,2.3758551307847084,4.681858963713942,UBC;PSMB1;TNRC6A,High
Removal of the Flap Intermediate From the C-strand,1/17,0.1410443386808778,0.293097015990507,0,0,6.99364406779661,13.698317611630321,POLD2,High
Translesion Synthesis by POLI,1/17,0.1410443386808778,0.293097015990507,0,0,6.99364406779661,13.698317611630321,UBC,High
Translesion Synthesis by POLK,1/17,0.1410443386808778,0.293097015990507,0,0,6.99364406779661,13.698317611630321,UBC,High
APC C-mediated Degradation of Cell Cycle Proteins,2/75,0.14385539526981236,0.2960502337436718,0,0,3.074252801992528,5.9608122745639776,PSMB1;UBC,High
Cyclin A Cdk2-associated Events at S Phase Entry,2/75,0.14385539526981236,0.2960502337436718,0,0,3.074252801992528,5.9608122745639776,PSMB1;UBC,High
"Plasma Lipoprotein Assembly, Remodeling, and Clearance",2/75,0.14385539526981236,0.2960502337436718,0,0,3.074252801992528,5.9608122745639776,UBC;APOC1,High
Regulation of Mitotic Cell Cycle,2/75,0.14385539526981236,0.2960502337436718,0,0,3.074252801992528,5.9608122745639776,PSMB1;UBC,High
Toll Like Receptor 4 (TLR4) Cascade,3/148,0.14555338757655012,0.2987938605529704,0,0,2.326344827586207,4.483360446597473,UBC;S100A9;S100A8,High
ISG15 Antiviral Mechanism,2/76,0.14692300845549658,0.2987938605529704,0,0,3.0325552825552826,5.815975781594025,HERC5;UBC,High
Regulation of mRNA Stability by Proteins That Bind AU-rich Elements,2/76,0.14692300845549658,0.2987938605529704,0,0,3.0325552825552826,5.815975781594025,PSMB1;UBC,High
"Activation of IRF3, IRF7 Mediated by TBK1, IKK? (IKBKE)",1/18,0.14869553623762846,0.2987938605529704,0,0,6.581920903954802,12.544183208435394,UBC,High
Crosslinking of Collagen Fibrils,1/18,0.14869553623762846,0.2987938605529704,0,0,6.581920903954802,12.544183208435394,COL4A1,High
Mitochondrial Unfolded Protein Response (UPRmt),1/18,0.14869553623762846,0.2987938605529704,0,0,6.581920903954802,12.544183208435394,HSPA9,High
Prevention of Phagosomal-Lysosomal Fusion,1/18,0.14869553623762846,0.2987938605529704,0,0,6.581920903954802,12.544183208435394,UBC,High
RORA Activates Gene Expression,1/18,0.14869553623762846,0.2987938605529704,0,0,6.581920903954802,12.544183208435394,HELZ2,High
Regulation of NF-kappa B Signaling,1/18,0.14869553623762846,0.2987938605529704,0,0,6.581920903954802,12.544183208435394,UBC,High
Signaling by Cytosolic FGFR1 Fusion Mutants,1/18,0.14869553623762846,0.2987938605529704,0,0,6.581920903954802,12.544183208435394,ZMYM2,High
G Alpha (I) Signalling Events,5/316,0.15192526964771705,0.30056359785484354,0,0,1.81318885564002,3.416712385044576,CXCL10;CXCL11;CXCL9;FPR1;OXER1,High
PCP CE Pathway,2/79,0.15620459615247093,0.30056359785484354,0,0,2.913961038961039,5.410026895950942,PSMB1;UBC,High
Signaling by MET,2/79,0.15620459615247093,0.30056359785484354,0,0,2.913961038961039,5.410026895950942,RAB4A;UBC,High
Switching of Origins to a Post-Replicative State,2/79,0.15620459615247093,0.30056359785484354,0,0,2.913961038961039,5.410026895950942,PSMB1;UBC,High
Aflatoxin Activation and Detoxification,1/19,0.1562789599174832,0.30056359785484354,0,0,6.215944758317639,11.53749378505869,GGT7,High
Competing Endogenous RNAs (ceRNAs) Regulate PTEN Translation,1/19,0.1562789599174832,0.30056359785484354,0,0,6.215944758317639,11.53749378505869,TNRC6A,High
Constitutive Signaling by Ligand-Responsive EGFR Cancer Variants,1/19,0.1562789599174832,0.30056359785484354,0,0,6.215944758317639,11.53749378505869,UBC,High
Defective GALNT12 Causes CRCS1,1/19,0.1562789599174832,0.30056359785484354,0,0,6.215944758317639,11.53749378505869,MUC3A,High
Defective GALNT3 Causes HFTC,1/19,0.1562789599174832,0.30056359785484354,0,0,6.215944758317639,11.53749378505869,MUC3A,High
Microtubule-dependent Trafficking of Connexons From Golgi to the Plasma Membrane,1/19,0.1562789599174832,0.30056359785484354,0,0,6.215944758317639,11.53749378505869,TUBA1C,High
Plasma Lipoprotein Assembly,1/19,0.1562789599174832,0.30056359785484354,0,0,6.215944758317639,11.53749378505869,APOC1,High
Processive Synthesis on the C-strand of the Telomere,1/19,0.1562789599174832,0.30056359785484354,0,0,6.215944758317639,11.53749378505869,POLD2,High
Regulation of MITF-M-dependent Genes Involved in Apoptosis,1/19,0.1562789599174832,0.30056359785484354,0,0,6.215944758317639,11.53749378505869,TNRC6A,High
Regulation of TP53 Activity Through Methylation,1/19,0.1562789599174832,0.30056359785484354,0,0,6.215944758317639,11.53749378505869,UBC,High
Scavenging by Class A Receptors,1/19,0.1562789599174832,0.30056359785484354,0,0,6.215944758317639,11.53749378505869,COL4A1,High
Signaling by FLT3 Fusion Proteins,1/19,0.1562789599174832,0.30056359785484354,0,0,6.215944758317639,11.53749378505869,ZMYM2,High
Signaling by Ligand-Responsive EGFR Variants in Cancer,1/19,0.1562789599174832,0.30056359785484354,0,0,6.215944758317639,11.53749378505869,UBC,High
"TICAM1, RIP1-mediated IKK Complex Recruitment",1/19,0.1562789599174832,0.30056359785484354,0,0,6.215944758317639,11.53749378505869,UBC,High
Translesion Synthesis by POLH,1/19,0.1562789599174832,0.30056359785484354,0,0,6.215944758317639,11.53749378505869,UBC,High
Late SARS-CoV-2 Infection Events,2/80,0.15932313841688295,0.30504115490153766,0,0,2.8764568764568765,5.283535884368036,DAD1;UBC,High
Post NMDA Receptor Activation Events,2/80,0.15932313841688295,0.30504115490153766,0,0,2.8764568764568765,5.283535884368036,TUBA1C;DLG1,High
Chondroitin Sulfate Biosynthesis,1/20,0.16379520666899233,0.3067110243560032,0,0,5.888492417484389,10.653097581617864,DCN,High
Defective B3GALT6 Causes EDSP2 and SEMDJL1,1/20,0.16379520666899233,0.3067110243560032,0,0,5.888492417484389,10.653097581617864,DCN,High
Defective B3GAT3 Causes JDSSDHD,1/20,0.16379520666899233,0.3067110243560032,0,0,5.888492417484389,10.653097581617864,DCN,High
"Defective B4GALT7 Causes EDS, Progeroid Type",1/20,0.16379520666899233,0.3067110243560032,0,0,5.888492417484389,10.653097581617864,DCN,High
Defective C1GALT1C1 Causes TNPS,1/20,0.16379520666899233,0.3067110243560032,0,0,5.888492417484389,10.653097581617864,MUC3A,High
Lagging Strand Synthesis,1/20,0.16379520666899233,0.3067110243560032,0,0,5.888492417484389,10.653097581617864,POLD2,High
Ras Activation Upon Ca2+ Influx Through NMDA Receptor,1/20,0.16379520666899233,0.3067110243560032,0,0,5.888492417484389,10.653097581617864,DLG1,High
Sema4D Induced Cell Migration and Growth-Cone Collapse,1/20,0.16379520666899233,0.3067110243560032,0,0,5.888492417484389,10.653097581617864,MYH11,High
Signaling by PDGFR in Disease,1/20,0.16379520666899233,0.3067110243560032,0,0,5.888492417484389,10.653097581617864,GOLGA4,High
Transport of Connexons to the Plasma Membrane,1/20,0.16379520666899233,0.3067110243560032,0,0,5.888492417484389,10.653097581617864,TUBA1C,High
Infection With Mycobacterium Tuberculosis,2/82,0.1655944928429995,0.30872321203990283,0,0,2.8042613636363636,5.0426600621550275,RNF213;UBC,High
UCH Proteinases,2/82,0.1655944928429995,0.30872321203990283,0,0,2.8042613636363636,5.0426600621550275,PSMB1;UBC,High
Respiratory Electron Transport,3/158,0.16677249640236083,0.3102405391589769,0,0,2.175152073732719,3.8959685888297857,HSPA9;UQCC2;NDUFA1,High
ER Quality Control Compartment (ERQC),1/21,0.17124486821024534,0.3144410080067436,0,0,5.5937853107344635,9.871133487750082,UBC,High
Negative Regulation of MET Activity,1/21,0.17124486821024534,0.3144410080067436,0,0,5.5937853107344635,9.871133487750082,UBC,High
Negative Regulation of NMDA Receptor-Mediated Neuronal Transmission,1/21,0.17124486821024534,0.3144410080067436,0,0,5.5937853107344635,9.871133487750082,DLG1,High
Regulation of FZD by Ubiquitination,1/21,0.17124486821024534,0.3144410080067436,0,0,5.5937853107344635,9.871133487750082,UBC,High
Synaptic Adhesion-Like Molecules,1/21,0.17124486821024534,0.3144410080067436,0,0,5.5937853107344635,9.871133487750082,DLG1,High
"Unblocking of NMDA Receptors, Glutamate Binding and Activation",1/21,0.17124486821024534,0.3144410080067436,0,0,5.5937853107344635,9.871133487750082,DLG1,High
Class A 1 (Rhodopsin-like Receptors),5/333,0.1764344745660664,0.32107913184618514,0,0,1.7177146482447483,2.9799011978863925,CXCL10;CXCL11;CXCL9;FPR1;OXER1,High
DDX58 IFIH1-mediated Induction of Interferon-Alpha Beta,2/86,0.17826194276897306,0.32107913184618514,0,0,2.670183982683983,4.604735540637937,HERC5;UBC,High
Defects in Vitamin and Cofactor Metabolism,1/22,0.17862853109752552,0.32107913184618514,0,0,5.32714554748453,9.175725199399695,ACACA,High
JNK (c-Jun Kinases) Phosphorylation and Activation Mediated by Activated Human TAK1,1/22,0.17862853109752552,0.32107913184618514,0,0,5.32714554748453,9.175725199399695,UBC,High
Listeria Monocytogenes Entry Into Host Cells,1/22,0.17862853109752552,0.32107913184618514,0,0,5.32714554748453,9.175725199399695,UBC,High
Post-chaperonin Tubulin Folding Pathway,1/22,0.17862853109752552,0.32107913184618514,0,0,5.32714554748453,9.175725199399695,TUBA1C,High
RA Biosynthesis Pathway,1/22,0.17862853109752552,0.32107913184618514,0,0,5.32714554748453,9.175725199399695,AKR1C3,High
Regulation of Signaling by CBL,1/22,0.17862853109752552,0.32107913184618514,0,0,5.32714554748453,9.175725199399695,UBC,High
SHC1 Events in ERBB2 Signaling,1/22,0.17862853109752552,0.32107913184618514,0,0,5.32714554748453,9.175725199399695,PRKCE,High
The Canonical Retinoid Cycle in Rods (Twilight Vision),1/22,0.17862853109752552,0.32107913184618514,0,0,5.32714554748453,9.175725199399695,RBP4,High
Disorders of Transmembrane Transporters,3/164,0.17991675147784564,0.3227138363349989,0,0,2.0934516415261757,3.590816012334289,UBC;ABCC6;PSMB1,High
CLEC7A (Dectin-1) Signaling,2/87,0.18145230216973432,0.3241034831207833,0,0,2.6386363636363637,4.503525485181253,PSMB1;UBC,High
Regulation of PLK1 Activity at G2 M Transition,2/87,0.18145230216973432,0.3241034831207833,0,0,2.6386363636363637,4.503525485181253,UBC;PPP1R12B,High
TNFR2 Non-Canonical NF-kB Pathway,2/88,0.18465123311625165,0.3280054943584321,0,0,2.6078224101479917,4.405359086447891,PSMB1;UBC,High
Activated TAK1 Mediates P38 MAPK Activation,1/23,0.1859467767313647,0.3280054943584321,0,0,5.084745762711864,8.554041319435186,UBC,High
BBSome-mediated Cargo-Targeting to Cilium,1/23,0.1859467767313647,0.3280054943584321,0,0,5.084745762711864,8.554041319435186,CCT8,High
IKK Complex Recruitment Mediated by RIP1,1/23,0.1859467767313647,0.3280054943584321,0,0,5.084745762711864,8.554041319435186,UBC,High
Long-term Potentiation,1/23,0.1859467767313647,0.3280054943584321,0,0,5.084745762711864,8.554041319435186,DLG1,High
Suppression of Phagosomal Maturation,1/23,0.1859467767313647,0.3280054943584321,0,0,5.084745762711864,8.554041319435186,UBC,High
Pre-NOTCH Expression and Processing,2/89,0.1878583334167277,0.33069276874184295,0,0,2.5777168234064787,4.310115611764375,TNRC6A;RUNX1,High
Collagen Formation,2/90,0.1910732073234378,0.33565850028777117,0,0,2.5482954545454546,4.217680341019934,COL4A1;COL6A3,High
Xenobiotics,1/24,0.1932001814397508,0.33593174405442383,0,0,4.863424220093343,7.995607626987774,CYP2C19,High
APC C Cdc20 Mediated Degradation of Cyclin B,1/24,0.1932001814397508,0.33593174405442383,0,0,4.863424220093343,7.995607626987774,UBC,High
Assembly Of The HIV Virion,1/24,0.1932001814397508,0.33593174405442383,0,0,4.863424220093343,7.995607626987774,UBC,High
Other Interleukin Signaling,1/24,0.1932001814397508,0.33593174405442383,0,0,4.863424220093343,7.995607626987774,STX3,High
Sema4D in Semaphorin Signaling,1/24,0.1932001814397508,0.33593174405442383,0,0,4.863424220093343,7.995607626987774,MYH11,High
Chaperonin-mediated Protein Folding,2/91,0.1942954653276481,0.33646287898202476,0,0,2.519535240040858,4.127944207458978,TUBA1C;CCT8,High
Downstream TCR Signaling,2/91,0.1942954653276481,0.33646287898202476,0,0,2.519535240040858,4.127944207458978,PSMB1;UBC,High
Transport of Small Molecules,9/724,0.1975240578326159,0.3387089845992118,0,0,1.4231224396904871,2.3081550131322697,STEAP4;UBC;ABCC6;PSMB1;APOC1;AQP7;EIF2S2;CUTC;RUNX1,High
Cell-cell Junction Organization,2/92,0.19752472426918777,0.3387089845992118,0,0,2.4914141414141415,4.040803459556901,PATJ;TNRC6A,High
EPH-Ephrin Signaling,2/92,0.19752472426918777,0.3387089845992118,0,0,2.4914141414141415,4.040803459556901,MMP2;MYH11,High
Glycogen Metabolism,1/25,0.20038931647953395,0.3387089845992118,0,0,4.660546139359699,7.491796330644688,UBC,High
Inactivation of CSF3 (G-CSF) Signaling,1/25,0.20038931647953395,0.3387089845992118,0,0,4.660546139359699,7.491796330644688,UBC,High
Inflammasomes,1/25,0.20038931647953395,0.3387089845992118,0,0,4.660546139359699,7.491796330644688,BCL2L1,High
NOTCH2 Activation and Transmission of Signal to the Nucleus,1/25,0.20038931647953395,0.3387089845992118,0,0,4.660546139359699,7.491796330644688,UBC,High
NOTCH3 Activation and Transmission of Signal to the Nucleus,1/25,0.20038931647953395,0.3387089845992118,0,0,4.660546139359699,7.491796330644688,UBC,High
Regulation of IFNA IFNB Signaling,1/25,0.20038931647953395,0.3387089845992118,0,0,4.660546139359699,7.491796330644688,STAT2,High
Signaling by EGFR in Cancer,1/25,0.20038931647953395,0.3387089845992118,0,0,4.660546139359699,7.491796330644688,UBC,High
Activation of NMDA Receptors and Postsynaptic Events,2/93,0.20076060706878163,0.3387089845992118,0,0,2.463911088911089,3.9561593512276403,TUBA1C;DLG1,High
Signaling by ALK Fusions and Activated Point Mutants,2/93,0.20076060706878163,0.3387089845992118,0,0,2.463911088911089,3.9561593512276403,RNF213;UBC,High
Signaling by ALK in Cancer,2/93,0.20076060706878163,0.3387089845992118,0,0,2.463911088911089,3.9561593512276403,RNF213;UBC,High
Toll-like Receptor Cascades,3/174,0.20241270551758636,0.34082139348020474,0,0,1.9700250626566416,3.1470097776629378,UBC;S100A9;S100A8,High
MITF-M-dependent Gene Expression,2/94,0.20400274278894964,0.34197788282502456,0,0,2.437005928853755,3.873917849164881,SS18L1;TNRC6A,High
Oxidative Stress Induced Senescence,2/94,0.20400274278894964,0.34197788282502456,0,0,2.437005928853755,3.873917849164881,UBC;TNRC6A,High
Antimicrobial Peptides,2/95,0.20725076645104487,0.34197788282502456,0,0,2.4106793743890518,3.793989363067198,S100A9;S100A8,High
A Tetrasaccharide Linker Sequence Is Required for GAG Synthesis,1/26,0.20751474814617102,0.34197788282502456,0,0,4.473898305084746,7.035441603794726,DCN,High
APC-Cdc20 Mediated Degradation of Nek2A,1/26,0.20751474814617102,0.34197788282502456,0,0,4.473898305084746,7.035441603794726,UBC,High
Calnexin Calreticulin Cycle,1/26,0.20751474814617102,0.34197788282502456,0,0,4.473898305084746,7.035441603794726,UBC,High
Downregulation of TGF-beta Receptor Signaling,1/26,0.20751474814617102,0.34197788282502456,0,0,4.473898305084746,7.035441603794726,UBC,High
Gluconeogenesis,1/26,0.20751474814617102,0.34197788282502456,0,0,4.473898305084746,7.035441603794726,ALDOB,High
Interleukin-20 Family Signaling,1/26,0.20751474814617102,0.34197788282502456,0,0,4.473898305084746,7.035441603794726,STAT2,High
Polymerase Switching on the C-strand of the Telomere,1/26,0.20751474814617102,0.34197788282502456,0,0,4.473898305084746,7.035441603794726,POLD2,High
Termination of O-glycan Biosynthesis,1/26,0.20751474814617102,0.34197788282502456,0,0,4.473898305084746,7.035441603794726,MUC3A,High
Separation of Sister Chromatids,3/177,0.20928774476062975,0.34423389678775396,0,0,1.9357635467980296,3.0276216928130184,TUBA1C;UBC;PSMB1,High
RAF MAP Kinase Cascade,4/265,0.2111468751198155,0.3466226158036278,0,0,1.7229048311093496,2.679463828034168,DLG1;UBC;PSMB1;BCL2L1,High
Mitochondrial Biogenesis,2/97,0.21376304739239352,0.34889243540695614,0,0,2.359688995215311,3.640733787645871,HELZ2;HSPA9,High
Protein Folding,2/97,0.21376304739239352,0.34889243540695614,0,0,2.359688995215311,3.640733787645871,TUBA1C;CCT8,High
Diseases of Signal Transduction by Growth Factor Receptors and Second Messengers,6/451,0.21455063925097598,0.34889243540695614,0,0,1.5189704729553175,2.3380137640444683,GOLGA4;RNF213;ZMYM2;UBC;PSMB1;BCL2L1,High
Cholesterol Biosynthesis,1/27,0.2145770377385505,0.34889243540695614,0,0,4.30160799652325,6.620546601294631,SC5D,High
Effects of PIP2 Hydrolysis,1/27,0.2145770377385505,0.34889243540695614,0,0,4.30160799652325,6.620546601294631,PRKCE,High
Interferon Gamma Signaling,2/99,0.22029464755386177,0.3555242633888518,0,0,2.3108013120899717,3.495755549357908,MT2A;GBP1,High
Activation of AMPK Downstream of NMDARs,1/28,0.22157674161910831,0.3555242633888518,0,0,4.142079933040385,6.242057655476702,TUBA1C,High
"BMAL1 CLOCK,NPAS2 Activates Circadian Gene Expression",1/28,0.22157674161910831,0.3555242633888518,0,0,4.142079933040385,6.242057655476702,HELZ2,High
CREB1 Phosphorylation Through NMDA Receptor-Mediated Activation of RAS Signaling,1/28,0.22157674161910831,0.3555242633888518,0,0,4.142079933040385,6.242057655476702,DLG1,High
Metabolism of Porphyrins,1/28,0.22157674161910831,0.3555242633888518,0,0,4.142079933040385,6.242057655476702,UGT1A1,High
Regulation of PTEN mRNA Translation,1/28,0.22157674161910831,0.3555242633888518,0,0,4.142079933040385,6.242057655476702,TNRC6A,High
TGFBR3 Expression,1/28,0.22157674161910831,0.3555242633888518,0,0,4.142079933040385,6.242057655476702,TNRC6A,High
MAPK1 MAPK3 Signaling,4/271,0.22235057171712622,0.35609527650938255,0,0,1.6836712729777434,2.531399743398819,DLG1;UBC;PSMB1;BCL2L1,High
Post-translational Protein Modification,16/1457,0.22575036707384902,0.3608617499942202,0,0,1.2598247102063895,1.8750291921777198,RAB4A;CMAS;IGFBP5;ZBTB16;MRTFA;COMMD6;TOMM20;MUC3A;PSMB9;TUBA1C;EID3;CAPZB;DAD1;UBD;UBC;PSMB1,High
Assembly of the Pre-Replicative Complex,2/101,0.22684285582391897,0.361213874676562,0,0,2.263888888888889,3.358474109862709,UBC;PSMB1,High
COPI-mediated Anterograde Transport,2/101,0.22684285582391897,0.361213874676562,0,0,2.263888888888889,3.358474109862709,TUBA1C;CAPZB,High
Downregulation of ERBB2 Signaling,1/29,0.22851441132707384,0.361213874676562,0,0,3.9939467312348667,5.8956884364707,UBC,High
EGR2 and SOX10-mediated Initiation of Schwann Cell Myelination,1/29,0.22851441132707384,0.361213874676562,0,0,3.9939467312348667,5.8956884364707,TEAD1,High
EPHA-mediated Growth Cone Collapse,1/29,0.22851441132707384,0.361213874676562,0,0,3.9939467312348667,5.8956884364707,MYH11,High
Negative Regulation of FGFR3 Signaling,1/29,0.22851441132707384,0.361213874676562,0,0,3.9939467312348667,5.8956884364707,UBC,High
Interleukin-1 Signaling,2/102,0.23012236523486307,0.36276113593669784,0,0,2.2411363636363637,3.2925522407696843,UBC;PSMB1,High
Signal Transduction,27/2613,0.2303448058001802,0.36276113593669784,0,0,1.1917764017147863,1.7497398188563265,CXCL9;FPR1;TUBA1C;CAPZB;UBC;PSMB1;OXER1;MYH11;UGT1A3;RAB4A;KDM4B;PRKCE;MMP2;AKR1C3;MRTFA;RUNX1;CXCL10;DLG1;CXCL11;COL4A1;APOC1;COL6A3;PPP1R12B;S100A9;S100A8;TNRC6A;BCL2L1,High
Adaptive Immune System,10/854,0.2308385525849111,0.36286798303015544,0,0,1.3384394041976981,1.9622013132031442,HERC5;TUBA1C;RNF213;CAPZB;ZBTB16;UBC;GLMN;PSMB1;S100A9;S100A8,High
Activation of Kainate Receptors Upon Glutamate Binding,1/30,0.23539059356518305,0.36523781830478697,0,0,3.8560296123124878,5.577781709378128,DLG1,High
Dectin-2 Family,1/30,0.23539059356518305,0.36523781830478697,0,0,3.8560296123124878,5.577781709378128,MUC3A,High
Interconversion of Nucleotide Di- and Triphosphates,1/30,0.23539059356518305,0.36523781830478697,0,0,3.8560296123124878,5.577781709378128,DCTPP1,High
Laminin Interactions,1/30,0.23539059356518305,0.36523781830478697,0,0,3.8560296123124878,5.577781709378128,COL4A1,High
Regulation of CDH11 Expression and Function,1/30,0.23539059356518305,0.36523781830478697,0,0,3.8560296123124878,5.577781709378128,TNRC6A,High
Signaling by CSF3 (G-CSF),1/30,0.23539059356518305,0.36523781830478697,0,0,3.8560296123124878,5.577781709378128,UBC,High
Synthesis of Active Ubiquitin Roles of E1 and E2 Enzymes,1/30,0.23539059356518305,0.36523781830478697,0,0,3.8560296123124878,5.577781709378128,UBC,High
Ub-specific Processing Proteases,3/190,0.23963072701871146,0.36523781830478697,0,0,1.8,2.5715811203646033,UBC;PSMB1;TOMM20,High
Activated NOTCH1 Transmits Signal to the Nucleus,1/31,0.2422058302138552,0.36523781830478697,0,0,3.727306967984934,5.28519968188763,UBC,High
Downregulation of SMAD2 3 SMAD4 Transcriptional Activity,1/31,0.2422058302138552,0.36523781830478697,0,0,3.727306967984934,5.28519968188763,UBC,High
EGFR Downregulation,1/31,0.2422058302138552,0.36523781830478697,0,0,3.727306967984934,5.28519968188763,UBC,High
Endosomal Sorting Complex Required For Transport (ESCRT),1/31,0.2422058302138552,0.36523781830478697,0,0,3.727306967984934,5.28519968188763,UBC,High
FGFR1 Mutant Receptor Activation,1/31,0.2422058302138552,0.36523781830478697,0,0,3.727306967984934,5.28519968188763,ZMYM2,High
"Glutamate Binding, Activation of AMPA Receptors and Synaptic Plasticity",1/31,0.2422058302138552,0.36523781830478697,0,0,3.727306967984934,5.28519968188763,DLG1,High
Interaction Between L1 and Ankyrins,1/31,0.2422058302138552,0.36523781830478697,0,0,3.727306967984934,5.28519968188763,SCN9A,High
Metalloprotease DUBs,1/31,0.2422058302138552,0.36523781830478697,0,0,3.727306967984934,5.28519968188763,UBC,High
Negative Regulation of FGFR4 Signaling,1/31,0.2422058302138552,0.36523781830478697,0,0,3.727306967984934,5.28519968188763,UBC,High
RHO GTPases Activate IQGAPs,1/31,0.2422058302138552,0.36523781830478697,0,0,3.727306967984934,5.28519968188763,TUBA1C,High
Sealing of the Nuclear Envelope (NE) by ESCRT-III,1/31,0.2422058302138552,0.36523781830478697,0,0,3.727306967984934,5.28519968188763,TUBA1C,High
Signaling by CSF1 (M-CSF) in Myeloid Cells,1/31,0.2422058302138552,0.36523781830478697,0,0,3.727306967984934,5.28519968188763,UBC,High
Tight Junction Interactions,1/31,0.2422058302138552,0.36523781830478697,0,0,3.727306967984934,5.28519968188763,PATJ,High
Trafficking of AMPA Receptors,1/31,0.2422058302138552,0.36523781830478697,0,0,3.727306967984934,5.28519968188763,DLG1,High
Transferrin Endocytosis and Recycling,1/31,0.2422058302138552,0.36523781830478697,0,0,3.727306967984934,5.28519968188763,STEAP4,High
DNA Strand Elongation,1/32,0.2489606584102222,0.3727846765650427,0,0,3.60688901038819,5.015236312164995,POLD2,High
Phase 0 - Rapid Depolarisation,1/32,0.2489606584102222,0.3727846765650427,0,0,3.60688901038819,5.015236312164995,SCN9A,High
Regulation of MECP2 Expression and Activity,1/32,0.2489606584102222,0.3727846765650427,0,0,3.60688901038819,5.015236312164995,TNRC6A,High
Regulation of Necroptotic Cell Death,1/32,0.2489606584102222,0.3727846765650427,0,0,3.60688901038819,5.015236312164995,UBC,High
Neutrophil Degranulation,6/478,0.25367213417058004,0.37619789332255404,0,0,1.430084745762712,1.9616653450996455,PSMB1;FPR1;CCT8;S100A9;S100A8;VPS35L,High
Activation of Matrix Metalloproteinases,1/33,0.2556556106030033,0.37619789332255404,0,0,3.493997175141243,4.765546642498988,MMP2,High
Activation of the Pre-Replicative Complex,1/33,0.2556556106030033,0.37619789332255404,0,0,3.493997175141243,4.765546642498988,POLE3,High
Cristae Formation,1/33,0.2556556106030033,0.37619789332255404,0,0,3.493997175141243,4.765546642498988,HSPA9,High
Negative Regulation of FGFR1 Signaling,1/33,0.2556556106030033,0.37619789332255404,0,0,3.493997175141243,4.765546642498988,UBC,High
PERK Regulates Gene Expression,1/33,0.2556556106030033,0.37619789332255404,0,0,3.493997175141243,4.765546642498988,EIF2S2,High
Regulation of Expression and Function of Type II Classical Cadherins,1/33,0.2556556106030033,0.37619789332255404,0,0,3.493997175141243,4.765546642498988,TNRC6A,High
Regulation of Homotypic Cell-Cell Adhesion,1/33,0.2556556106030033,0.37619789332255404,0,0,3.493997175141243,4.765546642498988,TNRC6A,High
Sialic Acid Metabolism,1/33,0.2556556106030033,0.37619789332255404,0,0,3.493997175141243,4.765546642498988,CMAS,High
TNFR1-induced NF-kappa-B Signaling Pathway,1/33,0.2556556106030033,0.37619789332255404,0,0,3.493997175141243,4.765546642498988,UBC,High
Citric Acid Cycle (TCA Cycle),1/34,0.26229121457562565,0.38265773085348126,0,0,3.3879472693032016,4.534089445883824,FH,High
Metabolic Disorders of Biological Oxidation Enzymes,1/34,0.26229121457562565,0.38265773085348126,0,0,3.3879472693032016,4.534089445883824,UGT1A1,High
Negative Regulation of FGFR2 Signaling,1/34,0.26229121457562565,0.38265773085348126,0,0,3.3879472693032016,4.534089445883824,UBC,High
RIPK1-mediated Regulated Necrosis,1/34,0.26229121457562565,0.38265773085348126,0,0,3.3879472693032016,4.534089445883824,UBC,High
Telomere C-strand (Lagging Strand) Synthesis,1/34,0.26229121457562565,0.38265773085348126,0,0,3.3879472693032016,4.534089445883824,POLD2,High
Interleukin-4 and Interleukin-13 Signaling,2/112,0.26304198065122864,0.38309703848691756,0,0,2.036363636363636,2.7194447886727016,MMP2;BCL2L1,High
TCR Signaling,2/113,0.2663399882337668,0.3872383446675245,0,0,2.017915642915643,2.6696653367294094,UBC;PSMB1,High
N-glycan Trimming in the ER and Calnexin Calreticulin Cycle,1/35,0.2688679935057444,0.38892280215092406,0,0,3.288135593220339,4.319080365359729,UBC,High
Transcriptional Regulation by NPAS4,1/35,0.2688679935057444,0.38892280215092406,0,0,3.288135593220339,4.319080365359729,TNRC6A,High
Translation of Structural Proteins 9683701,1/35,0.2688679935057444,0.38892280215092406,0,0,3.288135593220339,4.319080365359729,UBC,High
Organelle Biogenesis and Maintenance,4/297,0.2724892115351376,0.3934928953015886,0,0,1.5322270605311679,1.9921345989126382,HELZ2;HSPA9;TUBA1C;CCT8,High
Intra-Golgi and Retrograde Golgi-to-ER Traffic,3/204,0.2730654353421297,0.3936577849602276,0,0,1.6734328358208954,2.172189155107285,TUBA1C;GOLGA4;CAPZB,High
Budding and Maturation of HIV Virion,1/36,0.27538646587789295,0.3943349057612854,0,0,3.1940274414850687,4.1189533886516045,UBC,High
Regulation of TP53 Degradation,1/36,0.27538646587789295,0.3943349057612854,0,0,3.1940274414850687,4.1189533886516045,UBC,High
SMAD2 SMAD3 SMAD4 Heterotrimer Regulates Transcription,1/36,0.27538646587789295,0.3943349057612854,0,0,3.1940274414850687,4.1189533886516045,UBC,High
Signaling by NOTCH2,1/36,0.27538646587789295,0.3943349057612854,0,0,3.1940274414850687,4.1189533886516045,UBC,High
